Game	Category	Start	Click	End	Tournament	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
CAN vs TUR	@@@P1				Preliminary Worlds 2026 G1 M					
CAN vs TUR	T-START				Preliminary Worlds 2026 G1 M					
CAN vs TUR	T-END				Preliminary Worlds 2026 G1 M					
CAN vs TUR	@@@P2				Preliminary Worlds 2026 G1 M					
CAN vs TUR	T-START				Preliminary Worlds 2026 G1 M					
CAN vs TUR	T-END				Preliminary Worlds 2026 G1 M					
Poland vs Turkey	@@@P1				Euro 2025 G1 M					
Poland vs Turkey	T-START				Euro 2025 G1 M					
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	1	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	2	Poland - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Out	6	
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Goal	1	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	1	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	1	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	4	Save	1	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	3	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	2	Poland - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	2.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	2	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	3	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	4	Out	0	
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Out	0	
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	4	Save	1.5	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	1	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	1.5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	4	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	4	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	2	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	2.5	Poland - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	1.5	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	2	Out	6	
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	1	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	4.5	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Goal	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	4	Save	1.5	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Long Ball	1	
Poland vs Turkey	Penalty Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	4	Goal	2	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	1.5	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Goal	2	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	4.5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	2.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	2	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 6	1	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	2.5	Poland - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Save	4	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	4	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	4	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	4.5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Out	0	
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	4	Poland - Player 19
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Long Ball		
Poland vs Turkey	Penalty Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	3	Goal	4	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	2	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	2	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	4	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Out	6	
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	1.5	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	4	Save	4	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	4.5	Turkey - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	1	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	High Ball		
Poland vs Turkey	Penalty Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	2	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	4	Poland - Player 19
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	4.5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	4.5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	2	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 1	3	Out	6	
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Goal	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Goal	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	2	Save	4	Turkey - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	1	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	4.5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	1	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	2	Save	4	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	1	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	1.5	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	4.5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 1	3	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	4.5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	2.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	1	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	4	Save	4	Poland - Player 19
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	3	Poland - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	4	Save	2	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Out	6	
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	2	Goal	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	2	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	1.5	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	4	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Out	6	
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	3	Save	4.5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	1	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	1	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 1	3	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	4	Poland - Player 19
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	2	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	2.5	Poland - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Out	0	
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	3	Save	4	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	1.5	Turkey - Player 4
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Goal	4	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	4	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	3	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	5	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Save	3.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	1	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	5	Save	2.5	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 1	3	Save	2	Poland - Player 8
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	1	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Long Ball	4	Turkey - Player 6
Poland vs Turkey	Penalty Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	2	Out	0	
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	4	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	5	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	2	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	3	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	1	Save	5	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	3	Save	3.5	Poland - Player 1
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	3	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 19	2	Save	4	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 4	2	Save	4	Poland - Player 19
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	3	Turkey - Player 1
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 6	5	Save	1.5	Poland - Player 6
Poland vs Turkey	Shot Poland	00:00	00:00	00:00	Euro 2025 G1 M	Poland - Player 8	4	Save	4	Turkey - Player 6
Poland vs Turkey	Shot Turkey	00:00	00:00	00:00	Euro 2025 G1 M	Turkey - Player 1	5	Other Penalty		
Poland vs Turkey	T-END				Euro 2025 G1 M					
Turkey vs Ukraine	@@@P1				Euro G1 2025					
Turkey vs Ukraine	T-START				Euro G1 2025					
Turkey vs Ukraine	Shot Ukraine	00:00	00:01	00:19	Euro G1 2025	Ukraine - Player 1	2	Save	2	Turkey - Player 4
Turkey vs Ukraine	Shot Turkey	00:22	00:27	00:45	Euro G1 2025	Turkey - Player 3	3	Save	4	Ukraine - Player 7
